Name,#,Created time,Difficult,Last edited time,Priority,Status,Tags,link,practicedTimes,related,source
Remove Invalid Parentheses,301,"June 28, 2023 12:00 AM",Hard,"October 12, 2023 2:56 PM",High,"More Solution, No Idea At First","BFS, BackTracking, string",https://leetcode.com/problems/remove-invalid-parentheses/description/,,,HuaHua
Decode Ways II,639,"June 28, 2023 12:01 AM",,"October 12, 2023 2:56 PM",,new,"DP, string",,,,HuaHua
Zuma Game,488,"June 28, 2023 12:02 AM",,"October 12, 2023 2:56 PM",,new,"search, string",,,,HuaHua
Valid Parenthesis String,678,"June 28, 2023 12:02 AM",Medium,"December 14, 2023 7:52 PM",High,"Dig More, No Idea At First, toRevisit","DP, Greedy, stack, string",https://leetcode.com/problems/valid-parenthesis-string/,,Check if There is a Path With Equal Number of 0's And 1's (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Check%20if%20There%20is%20a%20Path%20With%20Equal%20Number%20of%200's%20%20a4ab620b2b9e4f19ad40a43846d02ff0.csv),"HuaHua, microsoftFreq"
Valid Palindrome II,680,"June 28, 2023 12:03 AM",,"October 12, 2023 2:56 PM",,new,string,,,,HuaHua
Maximize Grid Happiness,1659,"June 28, 2023 12:07 AM",,"October 12, 2023 2:56 PM",,new,"DP, search",,,,HuaHua
Split a String Into the Max Number of Unique Substrings,1593,"June 28, 2023 12:07 AM",,"October 12, 2023 2:56 PM",,new,search,,,,HuaHua
Minimum Number of Days to Eat N Oranges,1553,"June 28, 2023 12:07 AM",,"October 12, 2023 2:56 PM",,new,"DP, search",,,,HuaHua
Frog Position After T Seconds,1377,"June 28, 2023 12:08 AM",,"October 12, 2023 2:56 PM",,new,"Graph, search",,,,HuaHua
Minimum Cost to Make at Least One Valid Path in a Grid,1368,"June 28, 2023 12:08 AM",,"October 12, 2023 2:56 PM",,new,"DP, search",,,,HuaHua
Maximum Candies You Can Get from Boxes,1298,"June 28, 2023 12:08 AM",Hard,"October 17, 2023 6:24 PM",High,"Dig More, HardToImplement, checkBetterSolution, toRevisit","Array, BFS, Graph, simulation",https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes/,,,HuaHua
Minimum Moves to Move a Box to Their Target Location,1263,"June 28, 2023 12:09 AM",Hard,"October 12, 2023 2:56 PM",High,HardToImplement,"BFS, Graph, Matrix",https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location/,,,HuaHua
Pacific Atlantic Water Flow,417,"June 28, 2023 12:10 AM",,"October 12, 2023 2:56 PM",,new,"DP, Graph, search",,,,HuaHua
Unique Paths III,980,"June 28, 2023 12:10 AM",Hard,"October 17, 2023 6:24 PM",High,"CalcuComplexity, Dig More, More Solution, toRevisit, toSummarize","Array, BackTracking, Bit Manipulation, DFS, DP, Graph, Matrix, TSP/HamiltonianPath, search",https://leetcode.com/problems/unique-paths-iii/description/,,,HuaHua
Least Operators to Express Number,964,"June 28, 2023 12:10 AM",,"October 12, 2023 2:56 PM",,new,"DP, Graph, search",,,,HuaHua
Minimum Swaps To Make Sequences Increasing,801,"June 28, 2023 12:11 AM",Hard,"October 12, 2023 2:56 PM",Medium,,"Array, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing/description/,,,HuaHua
Bus Routes,815,"June 28, 2023 12:11 AM",Hard,"November 17, 2023 1:26 AM",Medium,,"Array, BFS, Graph, Hash",https://leetcode.com/problems/bus-routes/description/,1,,"HuaHua, ticktokFreq"
Cheapest Flights Within K Stops,787,"June 28, 2023 12:12 AM",Medium,"October 12, 2023 2:56 PM",High,"CalcuComplexity, Dig More, More Solution, toSummarize","BFS, BellmanFord, DFS, DP, Dijkstra, Graph, PQ, shortest_path",https://leetcode.com/problems/cheapest-flights-within-k-stops/description/,,,HuaHua
Sliding Puzzle,773,"June 28, 2023 12:12 AM",,"October 12, 2023 2:56 PM",,new,search,,,,HuaHua
Cracking the Safe,753,"June 28, 2023 12:13 AM",,"October 12, 2023 2:56 PM",,new,search,,,,HuaHua
Open the Lock,752,"June 28, 2023 12:13 AM",Medium,"October 12, 2023 2:56 PM",Medium,HardToImplement,"Array, BFS, Hash, string",https://leetcode.com/problems/open-the-lock/description/,,,HuaHua
Flood Fill,733,"June 28, 2023 12:13 AM",Easy,"October 12, 2023 2:56 PM",Pass,,"BFS, Connected_Component, DFS, Graph, Matrix",https://leetcode.com/problems/flood-fill/,,,HuaHua
Combination Sum III,216,"June 28, 2023 12:14 AM",Medium,"October 12, 2023 2:56 PM",Low,,"Array, BackTracking, search",https://leetcode.com/problems/combination-sum-iii,,,"HuaHua, LC_75"
Sudoku Solver,37,"June 28, 2023 12:14 AM",Hard,"October 12, 2023 2:56 PM",Medium,HardToImplement,"BackTracking, DFS, Hash, Matrix",https://leetcode.com/problems/sudoku-solver/description/,,,HuaHua
Minimum Cost of a Path With Special Roads,2662,"June 28, 2023 12:20 AM",,"October 12, 2023 2:56 PM",,new,Graph,,,,HuaHua
Lexicographically Smallest Equivalent String,1061,"June 28, 2023 12:20 AM",,"October 12, 2023 2:56 PM",,new,Graph,,,,HuaHua
Count Unreachable Pairs of Nodes in an Undirected Graph,2316,"June 28, 2023 12:21 AM",Medium,"December 23, 2023 11:49 PM",Low,More Solution,"BFS, DFS, Graph, Union Find",https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph/description/,,,"HuaHua, googleFreq"
Remove Max Number of Edges to Keep Graph Fully Traversable,1579,"June 28, 2023 12:22 AM",,"October 12, 2023 2:56 PM",,new,Graph,,,,HuaHua
Find the City With the Smallest Number of Neighbors,1334,"June 28, 2023 12:22 AM",Medium,"October 12, 2023 2:56 PM",Medium,"More Solution, checkBetterSolution, toRevisit","BellmanFord, DP, Dijkstra, Floyd, Graph, SPFA, shortest_path",https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/description/,,,HuaHua
Number of Operations to Make Network Connected,1319,"June 28, 2023 12:22 AM",Medium,"October 12, 2023 2:56 PM",Low,,"BFS, DFS, Graph, Union Find",https://leetcode.com/problems/number-of-operations-to-make-network-connected/description/,,,HuaHua
Smallest String With Swaps,1202,"June 28, 2023 12:23 AM",Medium,"October 12, 2023 2:56 PM",Low,No Idea At First,"BFS, Connected_Component, DFS, Graph, Hash, Union Find, string",https://leetcode.com/problems/smallest-string-with-swaps/description/,,,HuaHua
Shortest Path with Alternating Colors,1129,"June 28, 2023 12:23 AM",Medium,"October 12, 2023 2:56 PM",Medium,,"BFS, Graph",https://leetcode.com/problems/shortest-path-with-alternating-colors/description/,,,HuaHua
Regions Cut By Slashes,959,"June 28, 2023 12:24 AM",Medium,"October 12, 2023 2:56 PM",Medium,checkBetterSolution,"Array, BFS, DFS, Graph, Hash, Matrix, Union Find, string",https://leetcode.com/problems/regions-cut-by-slashes/,,,HuaHua
Largest Component Size by Common Factor,952,"June 28, 2023 12:24 AM",Hard,"October 12, 2023 2:56 PM",Medium,checkBetterSolution,"Array, Graph, Math, PrimeFactor, Union Find",https://leetcode.com/problems/largest-component-size-by-common-factor/,,,HuaHua
Possible Bipartition,886,"June 28, 2023 12:24 AM",Medium,"October 12, 2023 2:56 PM",High,"More Solution, No Idea At First, toSummarize","BFS, Bipartition_graphColoring, Graph",https://leetcode.com/problems/possible-bipartition/,,"Is Graph Bipartite? (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Is%20Graph%20Bipartite%2045c1135455a441f6b56570aee649ac62.csv), Flower Planting With No Adjacent (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Flower%20Planting%20With%20No%20Adjacent%20fee61ff1b1164d9eb2b6922355e3e5d8.csv)",HuaHua
Reachable Nodes In Subdivided Graph,882,"June 28, 2023 12:24 AM",Hard,"October 12, 2023 2:56 PM",High,"HardToImplement, No Idea At First","Dijkstra, Graph, PQ",https://leetcode.com/problems/reachable-nodes-in-subdivided-graph/,,,HuaHua
Keys and Rooms,841,"June 28, 2023 12:25 AM",Medium,"October 12, 2023 2:56 PM",Low,,"BFS, DFS, Graph",https://leetcode.com/problems/keys-and-rooms,,,"HuaHua, LC_75"
Making A Large Island,827,"June 28, 2023 12:25 AM",Hard,"October 12, 2023 2:56 PM",Medium,No Idea At First,"BFS, Connected_Component, DFS, Graph, Matrix, Union Find",https://leetcode.com/problems/making-a-large-island/description/,,Max Area of Island (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Max%20Area%20of%20Island%2023b2df13e6a949bcbaaaf6a435d51854.csv),HuaHua
Find Eventual Safe States,802,"June 28, 2023 12:26 AM",Medium,"October 12, 2023 2:56 PM",High,"Dig More, More Solution, toRevisit","BFS, DFS, Graph, TopSorting, circle",https://leetcode.com/problems/find-eventual-safe-states,,Redundant Connection (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Redundant%20Connection%20d086eb24857845eab1a299fc8077f228.csv),"HuaHua, leetcode_daily"
Network Delay Time,743,"June 28, 2023 12:26 AM",Medium,"October 12, 2023 2:56 PM",Low,,"Dijkstra, Graph, shortest_path",https://leetcode.com/problems/network-delay-time/description/,,,HuaHua
Sentence Similarity II,737,"June 28, 2023 12:27 AM",Medium,"October 12, 2023 2:56 PM",Low,,"Array, BFS, DFS, Graph, Hash, Union Find, string",https://leetcode.com/problems/sentence-similarity-ii/description/,,,HuaHua
Jump Game VI,1696,"June 28, 2023 12:30 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Stone Game VII,1690,"June 28, 2023 12:30 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Minimum Incompatibility,1681,"June 28, 2023 12:31 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Minimum Cost to Connect Two Groups of Points,1595,"June 28, 2023 12:32 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Stone Game V,1563,"June 28, 2023 12:32 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
String Compression II,1531,"June 28, 2023 12:33 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Number of Sub,1524,"June 28, 2023 12:34 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Paint House III,1473,"June 28, 2023 12:34 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Cherry Pickup II,1463,"June 28, 2023 12:34 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Max Dot Product of Two Subsequences,1458,"June 28, 2023 12:35 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Form Largest Integer With Digits That Add up to Target,1449,"June 28, 2023 12:35 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Number of Ways of Cutting a Pizza,1444,"June 28, 2023 12:35 AM",Hard,"November 17, 2023 5:54 PM",High,"CalcuComplexity, HardToImplement, More Solution, No Idea At First, checkBetterSolution","DP, Matrix, Prefix",https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza,1,,"HuaHua, ticktokFreq"
Constrained Subset Sum,1425,"June 28, 2023 12:35 AM",Hard,"October 21, 2023 1:02 AM",High,"HardToImplement, No Idea At First","Array, Sliding Window, deque, dp-TimeSeqFromLastX, monotonic",https://leetcode.com/problems/constrained-subsequence-sum/,,,"HuaHua, leetcode_daily"
Restore The Array,1416,"June 28, 2023 12:35 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Jump Game V,1340,"June 28, 2023 12:37 AM",,"December 8, 2023 3:54 PM",,new,DP,,,,HuaHua
Minimum Distance to Type a Word Using Two Fingers,1320,"June 28, 2023 12:38 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
XOR Queries of a Subarray,1310,"June 28, 2023 12:38 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Number of Paths with Max Score,1301,"June 28, 2023 12:41 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Count Vowels Permutation,1220,"June 28, 2023 12:42 AM",Hard,"October 12, 2023 2:56 PM",Low,,"Graph, dp-TimeSeqFromLastOne-Power, dp-bfs-stepByStep",https://leetcode.com/problems/count-vowels-permutation/description/,,"Knight Dialer (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Knight%20Dialer%20ad2dc741f775475aadc6ce3fa768f12f.csv), Number of Ways to Stay in the Same Place After Some Steps (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Number%20of%20Ways%20to%20Stay%20in%20the%20Same%20Place%20After%20Som%2091772bfb41a84c87b0a4d56f1f7f74bd.csv)",HuaHua
https://leetcode.com/problems/k-concatenation-maximum-sum/,1191,"June 28, 2023 12:42 AM",Medium,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Number of Dice Rolls With Target Sum,1155,"June 28, 2023 12:43 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Partition Array for Maximum Sum,1043,"June 28, 2023 12:44 AM",Medium,"October 12, 2023 2:56 PM",Low,,"Array, dp-Pyr, dp-TimeSeqFromLastX",https://leetcode.com/problems/partition-array-for-maximum-sum/,,,HuaHua
Video Stitching,1024,"June 28, 2023 12:44 AM",Medium,"October 12, 2023 2:56 PM",Medium,More Solution,"Array, DP, Greedy, Interval",https://leetcode.com/problems/video-stitching/,,Minimum Number of Taps to Open to Water a Garden (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Minimum%20Number%20of%20Taps%20to%20Open%20to%20Water%20a%20Garden%20e739aa4e5e1e47348c15083afa0e06ca.csv),HuaHua
Knight Dialer,935,"June 28, 2023 12:45 AM",Medium,"October 12, 2023 2:56 PM",Low,toSummarize,"Graph, Matrix, dp-TimeSeqFromLastOne-Power, dp-bfs-stepByStep",https://leetcode.com/problems/knight-dialer/description/,,"Count Vowels Permutation (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Count%20Vowels%20Permutation%20dda110cbbdd045dcb165eceb07f72d7b.csv), Number of Ways to Stay in the Same Place After Some Steps (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Number%20of%20Ways%20to%20Stay%20in%20the%20Same%20Place%20After%20Som%2091772bfb41a84c87b0a4d56f1f7f74bd.csv)",HuaHua
Flip String to Monotone Increasing,926,"June 28, 2023 12:46 AM",,"October 12, 2023 2:56 PM",,new,DP,,,,HuaHua
Online Stock Span,901,"June 28, 2023 12:46 AM",Medium,"October 12, 2023 2:56 PM",High,"Dig More, HardToImplement, More Solution","DP, Data_stream, Design, monotonic, stack",https://leetcode.com/problems/online-stock-span/,,,"HuaHua, LC_75"
Out of Boundary Paths,576,"June 28, 2023 12:48 AM",Medium,"October 12, 2023 2:56 PM",Low,,"DFS, DP, Matrix, recursion",https://leetcode.com/problems/out-of-boundary-paths/,,,HuaHua
Domino and Tromino Tiling,790,"June 28, 2023 12:50 AM",Medium,"October 12, 2023 2:56 PM",High,"Dig More, More Solution, No Idea At First",DP,https://leetcode.com/problems/domino-and-tromino-tiling,,,"HuaHua, LC_75"
Partition Equal Subset Sum,416,"June 28, 2023 12:51 AM",Medium,"October 12, 2023 2:56 PM",Low,,"Array, dp-backpack",https://leetcode.com/problems/partition-equal-subset-sum/,,,HuaHua
Combination Sum IV,377,"June 28, 2023 12:51 AM",Medium,"October 12, 2023 2:56 PM",Medium,More Solution,"Array, DP, recursion",https://leetcode.com/problems/combination-sum-iv/,,,HuaHua
Cherry Pickup,741,"June 28, 2023 12:52 AM",Hard,"October 12, 2023 2:56 PM",High,"Dig More, More Solution, No Idea At First","DP, Matrix, matrix-diagTraverse",https://leetcode.com/problems/cherry-pickup/,,,HuaHua
Count Different Palindromic Subsequences,730,"June 28, 2023 12:52 AM",Hard,"October 17, 2023 10:43 PM",,new,DP,,,,HuaHua
Find Pivot Index,724,"June 28, 2023 12:53 AM",Easy,"October 12, 2023 2:56 PM",Pass,,"DP, Prefix",https://leetcode.com/problems/find-pivot-index,,,"HuaHua, LC_75"
Strange Printer,664,"June 28, 2023 12:54 AM",Hard,"October 12, 2023 2:56 PM",High,"Dig More, More Solution, No Idea At First, NotUnderstand, toSummarize","dp-Pyr, dp-状态转移不仅依赖前一项, string",https://leetcode.com/problems/strange-printer/description/,,,"HuaHua, leetcode_daily"
Range Sum Query 2D,304,"June 28, 2023 12:54 AM",Medium,"October 12, 2023 2:56 PM",Low,,"Design, Matrix, Prefix",https://leetcode.com/problems/range-sum-query-2d-immutable/,,,HuaHua
Word Break II,140,"June 28, 2023 12:55 AM",Hard,"October 12, 2023 2:56 PM",Medium,,"Array, BackTracking, DP, Hash, Trie, string",https://leetcode.com/problems/word-break-ii/description/,,,HuaHua
Range Sum Query,303,"June 28, 2023 12:56 AM",Easy,"October 12, 2023 2:56 PM",Pass,,"Array, Design, Prefix",https://leetcode.com/problems/range-sum-query-immutable/,,,HuaHua
Dungeon Game,174,"June 28, 2023 12:56 AM",Hard,"October 12, 2023 2:56 PM",High,"Dig More, No Idea At First, toSummarize","DP, Matrix",https://leetcode.com/problems/dungeon-game,,Minimum Path Sum (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Minimum%20Path%20Sum%2068f85679b4e84abcb6c133e72ed6b811.csv),HuaHua
Shortest Path to Get All Keys,864,"June 28, 2023 8:05 PM",Hard,"October 12, 2023 2:56 PM",High,"HardToImplement, toSummarize","Array, BFS, Bit Manipulation, Graph, Math, visiting_all_nodes_with_dup",https://leetcode.com/problems/shortest-path-to-get-all-keys/description/,,Shortest Path Visiting All Nodes (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Shortest%20Path%20Visiting%20All%20Nodes%206756cebd582341eca7d2fd9d8da8c95c.csv),"HuaHua, leetcode_daily"
Add Two Numbers II,445,"June 29, 2023 3:29 PM",Medium,"October 12, 2023 2:56 PM",Medium,HardToImplement,"LinkedList, Math, stack",https://leetcode.com/problems/add-two-numbers-ii/description/,,,HuaHua
Swap Nodes in Pairs,24,"June 29, 2023 3:54 PM",Medium,"October 12, 2023 2:56 PM",Low,,"LinkedList, recursion",https://leetcode.com/problems/swap-nodes-in-pairs/description/,,,HuaHua
Insertion Sort List,147,"June 29, 2023 4:12 PM",Medium,"October 12, 2023 2:56 PM",Medium,HardToImplement,"LinkedList, Sort",https://leetcode.com/problems/insertion-sort-list/,,,HuaHua
Time Based Key-Value Store,981,"June 29, 2023 11:14 PM",Medium,"October 12, 2023 2:56 PM",Low,,"BS_Idx, Design, Hash, string",https://leetcode.com/problems/time-based-key-value-store/description/,,,HuaHua
Leaf-Similar Trees,872,"July 2, 2023 2:18 AM",Easy,"October 12, 2023 2:56 PM",High,toSummarize,"DFS, Iterate, Tree",https://leetcode.com/problems/leaf-similar-trees,,,"HuaHua, LC_75"
Longest Subarray of 1's After Deleting One Element,1493,"July 4, 2023 5:32 PM",Medium,"October 12, 2023 2:56 PM",Medium,More Solution,"Array, Sliding Window, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element,,,"HuaHua, LC_75, leetcode_daily"
Path Sum III,437,"July 8, 2023 3:41 PM",Medium,"October 12, 2023 2:56 PM",High,HardToImplement,"BackTracking, DFS, Hash, Prefix, Tree",https://leetcode.com/problems/path-sum-iii,,,"HuaHua, LC_75"
Koko Eating Bananas,875,"July 14, 2023 3:59 PM",Medium,"October 12, 2023 2:56 PM",Low,,"Array, BS_Val",https://leetcode.com/problems/koko-eating-bananas,,,"HuaHua, LC_75"
Number of Longest Increasing Subsequence,673,"July 21, 2023 12:26 AM",Medium,"October 12, 2023 2:56 PM",High,"HardToImplement, More Solution","Array, BinaryIndexedTree, DP, SegmentTree_todo, dp-TimeSeqFromLastX",https://leetcode.com/problems/number-of-longest-increasing-subsequence/,,Longest Increasing Subsequence (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Longest%20Increasing%20Subsequence%20dbe9919e92d04b90928f4e005fc84e25.csv),"HuaHua, leetcode_daily"
Knight Probability in Chessboard,688,"July 21, 2023 8:46 PM",Medium,"October 12, 2023 2:56 PM",Medium,CalcuComplexity,"DP, Probability",https://leetcode.com/problems/knight-probability-in-chessboard/,,,"HuaHua, leetcode_daily"
Search in Rotated Sorted Array II,81,"July 25, 2023 11:26 AM",Medium,"October 12, 2023 2:56 PM",Medium,,"BS_Idx, recursion",https://leetcode.com/problems/search-in-rotated-sorted-array-ii/description/,,Find Minimum in Rotated Sorted Array II (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Find%20Minimum%20in%20Rotated%20Sorted%20Array%20II%207d3fc5585d744ed6b420a83fa07fb508.csv),HuaHua
Capacity To Ship Packages Within D Days,1011,"July 25, 2023 3:34 PM",Medium,"October 12, 2023 2:56 PM",Low,,"Array, BS_Val",https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/description/,,,HuaHua
https://leetcode.com/problems/n-ary-tree-level-order-traversal/,429,"August 12, 2023 3:29 PM",Medium,"October 12, 2023 2:56 PM",Pass,,"BFS, Tree",https://leetcode.com/problems/n-ary-tree-level-order-traversal/,,,HuaHua
https://leetcode.com/problems/n-ary-tree-preorder-traversal/,589,"August 12, 2023 3:33 PM",Easy,"October 12, 2023 2:56 PM",Pass,,"Iterate, Tree, stack",https://leetcode.com/problems/n-ary-tree-preorder-traversal/,,,HuaHua
https://leetcode.com/problems/n-ary-tree-postorder-traversal/,590,"August 12, 2023 3:36 PM",Easy,"October 12, 2023 2:56 PM",Pass,,"Iterate, Tree, stack",https://leetcode.com/problems/n-ary-tree-postorder-traversal/description/,,,HuaHua
https://leetcode.com/problems/deepest-leaves-sum/,1302,"August 12, 2023 4:47 PM",Medium,"October 12, 2023 2:56 PM",Pass,,"BFS, Tree",https://leetcode.com/problems/deepest-leaves-sum/,,,HuaHua
https://leetcode.com/problems/univalued-binary-tree/,965,"August 12, 2023 4:56 PM",Easy,"October 12, 2023 2:56 PM",Pass,,"BFS, DFS, Iterate, Tree",https://leetcode.com/problems/univalued-binary-tree/description/,,,HuaHua
https://leetcode.com/problems/binary-tree-pruning/,814,"August 12, 2023 5:10 PM",Medium,"October 12, 2023 2:56 PM",Low,,"DFS, Tree",https://leetcode.com/problems/binary-tree-pruning/,,Delete Leaves With a Given Value (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Delete%20Leaves%20With%20a%20Given%20Value%20597f7e7402094046859d94954f63bbc0.csv),HuaHua
https://leetcode.com/problems/delete-leaves-with-a-given-value/,1325,"August 12, 2023 5:25 PM",Medium,"October 12, 2023 2:56 PM",Medium,,"DFS, Tree",https://leetcode.com/problems/delete-leaves-with-a-given-value/description/,,Binary Tree Pruning (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Binary%20Tree%20Pruning%2097e144731f5b47f986202cdc95407576.csv),HuaHua
https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,235,"August 13, 2023 8:17 PM",Medium,"October 12, 2023 2:56 PM",Pass,,"BST, DFS, Tree",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/description/,,,HuaHua
https://leetcode.com/problems/most-frequent-subtree-sum/,508,"August 13, 2023 8:39 PM",Medium,"October 12, 2023 2:56 PM",Low,,"DFS, Hash, Tree",https://leetcode.com/problems/most-frequent-subtree-sum/description/,,,HuaHua
https://leetcode.com/problems/binary-tree-cameras/,968,"August 13, 2023 10:03 PM",Hard,"October 12, 2023 2:56 PM",High,"Dig More, HardToImplement, No Idea At First, toSummarize","DFS, DP, Greedy, Tree",https://leetcode.com/problems/binary-tree-cameras/description/,,"House Robber III (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/House%20Robber%20III%203c624936740141239137d7cddd7f397f.csv), Distribute Coins in Binary Tree (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Distribute%20Coins%20in%20Binary%20Tree%20622cbfc2f2824e46896afaa9354a092b.csv)",HuaHua
https://leetcode.com/problems/house-robber-iii/,337,"August 16, 2023 10:03 PM",Medium,"October 12, 2023 2:56 PM",High,"More Solution, toSummarize","DFS, DP, Tree, stateMachine",https://leetcode.com/problems/house-robber-iii/description/,,"Binary Tree Cameras (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Binary%20Tree%20Cameras%200a1832b41abe4e978c255a5862f62f3d.csv), House Robber (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/House%20Robber%20e654ada840b84406a958d430aba01166.csv)",HuaHua
https://leetcode.com/problems/reverse-only-letters/,917,"August 17, 2023 12:50 PM",Easy,"October 12, 2023 2:56 PM",Pass,,"2pt_DiffDir, string",https://leetcode.com/problems/reverse-only-letters/description/,,,HuaHua
https://leetcode.com/problems/long-pressed-name/,925,"August 17, 2023 1:00 PM",Easy,"October 12, 2023 2:56 PM",Medium,,"2pt_TwoArray, string",https://leetcode.com/problems/long-pressed-name/description/,,Assign Cookies (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Assign%20Cookies%2018c704ac9c6c409aa52b290dd5801499.csv),HuaHua
https://leetcode.com/problems/interval-list-intersections/,986,"August 17, 2023 1:32 PM",Medium,"October 12, 2023 2:56 PM",Medium,"HardToImplement, No Idea At First","2pt_TwoArray, Array, Interval",https://leetcode.com/problems/interval-list-intersections/description/,,,HuaHua
https://leetcode.com/problems/spiral-matrix-iii/,885,"August 17, 2023 2:12 PM",Medium,"October 12, 2023 2:56 PM",Medium,HardToImplement,"Matrix, simulation",https://leetcode.com/problems/spiral-matrix-iii/,,,HuaHua
https://leetcode.com/problems/squares-of-a-sorted-array/,977,"August 17, 2023 2:31 PM",Easy,"October 12, 2023 2:56 PM",Low,,"2pt_TwoArray, Array, Merge",https://leetcode.com/problems/squares-of-a-sorted-array/description/,,,HuaHua
https://leetcode.com/problems/number-of-squareful-arrays/,996,"August 18, 2023 11:21 PM",Hard,"October 12, 2023 2:56 PM",High,More Solution,"Array, BackTracking, Bit Manipulation, BitMask, Math, Permutation, TSP/HamiltonianPath, dp-bitMask",https://leetcode.com/problems/number-of-squareful-arrays/,,Find the Shortest Superstring (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Find%20the%20Shortest%20Superstring%204cb117fcf7a74e30b2186849382e5428.csv),HuaHua
https://leetcode.com/problems/restore-ip-addresses/,93,"August 19, 2023 5:33 PM",Medium,"October 12, 2023 2:56 PM",Medium,"HardToImplement, toSummarize","BackTracking, DFS, string",https://leetcode.com/problems/restore-ip-addresses/description/,,Split Array into Fibonacci Sequence (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Split%20Array%20into%20Fibonacci%20Sequence%20c4ae21c2788c414a97bb326e8c8a2b86.csv),HuaHua
Wildcard Matching,44,"August 22, 2023 12:39 AM",Hard,"October 12, 2023 2:56 PM",High,"HardToImplement, More Solution, toRevisit","DP, Greedy, recursion, string",https://leetcode.com/problems/wildcard-matching/description/,,,"HuaHua, leetcode_daily"
Partition to K Equal Sum Subsets,698,"August 22, 2023 3:58 PM",Medium,"October 12, 2023 2:56 PM",High,"Dig More, HardToImplement, More Solution","Array, BackTracking, Bit Manipulation, BitMask, DP",https://leetcode.com/problems/partition-to-k-equal-sum-subsets/description/,,,HuaHua
Max Area of Island,695,"August 23, 2023 11:51 PM",Medium,"October 12, 2023 2:56 PM",Pass,,"BFS, Connected_Component, DFS, Graph, Matrix, Union Find",https://leetcode.com/problems/max-area-of-island/description/,,Making A Large Island (../LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Making%20A%20Large%20Island%205be63eb9e13f4edeb73f83c249b6f51d.csv),HuaHua
As Far from Land as Possible,1162,"August 24, 2023 12:47 AM",Medium,"October 12, 2023 2:56 PM",Low,,"BFS, DP, Graph, Math",https://leetcode.com/problems/as-far-from-land-as-possible/description/,,,HuaHua
