#,Name,Difficult,Priority,Status,Tags,link,source,practicedTimes
1616,Split Two Strings to Make Palindrome,,,new,"Greedy, string",,HuaHua,
1520,Maximum Number of Non,,,new,Greedy,,HuaHua,
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,,,new,Greedy,,HuaHua,
1353,Maximum Number of Events That Can Be Attended,Medium,High,No Idea At First,"Array, Greedy, PQ, Sort",https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,"HuaHua, LC_75",
1326,Minimum Number of Taps to Open to Water a Garden,Hard,Medium,More Solution,"Array, Contribution, DP, Greedy, Interval, Sort",https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden/,"HuaHua, leetcode_daily",
1145,Binary Tree Coloring Game,,,new,"Graph, Greedy, Tree",,HuaHua,
334,Increasing Triplet Subsequence,Medium,High,"More Solution, No Idea At First","Array, Greedy, Prefix",https://leetcode.com/problems/increasing-triplet-subsequence/,"HuaHua, LC_75",
826,Most Profit Assigning Work,,,new,Greedy,,HuaHua,
321,Create Maximum Number,,,new,"DP, Greedy",,HuaHua,
621,Task Scheduler,,,new,Greedy,,HuaHua,
675,Cut Off Trees for Golf Event,Hard,Low,,"BFS, Matrix",https://leetcode.com/problems/cut-off-trees-for-golf-event/,HuaHua,
455,Assign Cookies,Easy,Medium,HardToImplement,"2pt_TwoArray, Array, Greedy, Sort",https://leetcode.com/problems/assign-cookies/description/,HuaHua,
628,Maximum Product of Three Numbers,,,new,Greedy,,HuaHua,
561,Array Partition I,,,new,Greedy,,HuaHua,
2476,Closest Nodes Queries in a Binary Search Tree,,,new,"BS_todo, Tree",,HuaHua,
1760,Minimum Limit of Balls in a Bag,,,new,BS_todo,,HuaHua,
1755,Closest Subsequence Sum,,,new,BS_todo,,HuaHua,
1095,Find in Mountain Array,Hard,Low,,BS_Idx,https://leetcode.com/problems/find-in-mountain-array/,HuaHua,
1631,Path With Minimum Effort,Medium,High,"More Solution, No Idea At First","BFS, BS_todo, DFS, DP, Dijkstra, Graph, Matrix, PQ, Union Find, search",https://leetcode.com/problems/path-with-minimum-effort/description/,"HuaHua, microsoftFreq",
1292,Max Length of a Square with Sum Less than or Equal to Threshold,,,new,"BS_todo, DP",,HuaHua,
1283,Find the Smallest Divisor Given a Threshold,,,new,BS_todo,,HuaHua,
1268,Search Suggestions System,Medium,High,"Dig More, HardToImplement, More Solution","BS_todo, Trie",https://leetcode.com/problems/search-suggestions-system/,"HuaHua, LC_75",
1201,Ugly Number III,,,new,"BS_todo, Math",,HuaHua,
975,Odd Even Jump,Hard,High,"HardToImplement, More Solution","Array, BS_lower_upper_bound, DP, OrderMap, monotonic, stack",https://leetcode.com/problems/odd-even-jump/,"HuaHua, googleFreq",
668,Kth Smallest Number in Multiplication Table,Hard,Medium,,BS_Val,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/,HuaHua,
786,https://leetcode.com/problems/k-th-smallest-prime-fraction/,Medium,High,No Idea At First,"Array, BS_Val, Greedy, PQ, Sort",https://leetcode.com/problems/k-th-smallest-prime-fraction/,HuaHua,
540,Single Element in a Sorted Array,Medium,High,"Dig More, HardToImplement, checkBetterSolution, toSummarize","Array, BS_Idx",https://leetcode.com/problems/single-element-in-a-sorted-array/description/,"HuaHua, googleFreq",
719,https://leetcode.com/problems/find-k-th-smallest-pair-distance/,Hard,High,More Solution,"2pt_SameDir_maxWin_chkValidAftR, Array, BS_Val, Sort",https://leetcode.com/problems/find-k-th-smallest-pair-distance/,HuaHua,
2523,Closest Prime Numbers in Range,,,new,Math,,HuaHua,
1674,Minimum Moves to Make Array Complementary,,,new,Math,,HuaHua,
1573,Number of Ways to Split a String,Medium,Medium,toSummarize,"Math, string",https://leetcode.com/problems/number-of-ways-to-split-a-string/description/,"HuaHua, ticktokFreq",
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,,,new,"Math, search",,HuaHua,
1017,Convert to Base,,,new,Math,,HuaHua,
972,Equal Rational Numbers,,,new,Math,,HuaHua,
470,Implement Rand10,,,new,Math,,HuaHua,
902,Numbers At Most N Given Digit Set,,,new,Math,,HuaHua,
891,Sum of Subsequence Widths,,,new,Math,,HuaHua,
754,Reach a Number,,,new,Math,,HuaHua,
728,Self Dividing Numbers,,,new,Math,,HuaHua,
268,Missing Number,,,new,Math,,HuaHua,
204,Count Primes,,,new,Math,,HuaHua,
241,Different Ways to Add Parentheses,Medium,Medium,More Solution,"DP, Math, recursion, string",https://leetcode.com/problems/different-ways-to-add-parentheses/description/,HuaHua,
463,Island Perimeter,,,new,Math,,HuaHua,
504,Base 7,,,new,Math,,HuaHua,
633,Sum of Square Numbers,,,new,Math,,HuaHua,
1707,Maximum XOR With an Element From Array,,,new,Tree,,HuaHua,
1617,Count Subtrees With Max Distance Between Cities,,,new,"DP, Tree, search",,HuaHua,
1530,Number of Good Leaf Nodes Pairs,Medium,Low,,"DFS, Tree",https://leetcode.com/problems/number-of-good-leaf-nodes-pairs/description/,"HuaHua, ticktokFreq",
662,Maximum Width of Binary Tree,,,new,Tree,,HuaHua,
1489,Find Critical and Pseudo,Hard,High,"Dig More, No Idea At First, toRevisit","Graph, MST(Minimum Spanning Tree), Strongly Connected Component, Tree",https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree/description/,HuaHua,
1443,Minimum Time to Collect All Apples in a Tree,,,new,Tree,,HuaHua,
1373,Maximum Sum BST in Binary Tree,,,new,Tree,,HuaHua,
1339,Maximum Product of Splitted Binary Tree,,,new,Tree,,HuaHua,
1305,All Elements in Two Binary Search Trees,,,new,Tree,,HuaHua,
116,Populating Next Right Pointers in Each Node,,,new,Tree,,HuaHua,
1110,Delete Nodes And Return Forest,Medium,Medium,More Solution,"Array, BFS, DFS, Hash, Tree",https://leetcode.com/problems/delete-nodes-and-return-forest/description/,"HuaHua, facebookFreq",
979,Distribute Coins in Binary Tree,Medium,High,,"DFS, Greedy, Tree",https://leetcode.com/problems/distribute-coins-in-binary-tree/description/,HuaHua,
894,All Possible Full Binary Trees,,,new,"DP, Tree",,HuaHua,
889,Construct Binary Tree from Preorder and Postorder Traversal,,,new,Tree,,HuaHua,
865,Smallest Subtree with all the Deepest Nodes,Medium,Low,More Solution,"BFS, DFS, Hash, Tree",https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/,"HuaHua, facebookFreq",
863,All Nodes Distance K in Binary Tree,Medium,Medium,More Solution,"BFS, Graph, Tree",https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,"HuaHua, leetcode_daily",
823,Binary Trees With Factors,Medium,Medium,,"Array, Hash, Sort, dp-TimeSeqFromLastX",https://leetcode.com/problems/binary-trees-with-factors/,"HuaHua, leetcode_daily",
486,Predict the Winner,Medium,Medium,dup,"Array, Game, Math, dp-Pyr, recursion",https://leetcode.com/problems/predict-the-winner/,"HuaHua, leetcode_daily",
652,Find Duplicate Subtrees,Medium,Medium,More Solution,"DFS, Hash, Tree",https://leetcode.com/problems/find-duplicate-subtrees/description/,"HuaHua, googleFreq",
742,Closest Leaf in a Binary Tree,,,new,"Graph, Tree",,HuaHua,
449,Serialize and Deserialize BST,Medium,Medium,No Idea At First,"BFS, BST, DFS, Design, Tree, string",https://leetcode.com/problems/serialize-and-deserialize-bst/description/,HuaHua,
685,Redundant Connection II,Hard,High,No Idea At First,"Graph, TopSorting, Tree, Union Find",https://leetcode.com/problems/redundant-connection-ii/,HuaHua,
687,Diameter of Binary Tree,Medium,Medium,,"DFS, Tree",https://leetcode.com/problems/longest-univalue-path/description/,HuaHua,
543,https://leetcode.com/problems/diameter-of-binary-tree/,Easy,Low,,"DFS, Tree",https://leetcode.com/problems/diameter-of-binary-tree/description/,HuaHua,
690,Employee Importance,Medium,Pass,,"BFS, DFS, Hash, Tree",https://leetcode.com/problems/employee-importance/,"HuaHua, googleFreq",
684,Redundant Connection,Medium,Medium,"Dig More, More Solution, toSummarize","BFS, DFS, Graph, TopSorting, Tree, Union Find, circle",https://leetcode.com/problems/redundant-connection/description/,HuaHua,
332,Reconstruct Itinerary,Hard,High,"Dig More, No Idea At First, todo","DFS, EulerianPath, Graph",https://leetcode.com/problems/reconstruct-itinerary/,HuaHua,
669,Trim a Binary Search Tree,Medium,Low,More Solution,"BFS, BST, DFS, Tree",https://leetcode.com/problems/trim-a-binary-search-tree/description/,HuaHua,
671,Second Minimum Node In a Binary Tree,,,new,Tree,,HuaHua,
113,Path Sum II,Medium,Medium,,"BackTracking, DFS, Tree",https://leetcode.com/problems/path-sum-ii/description/,HuaHua,
606,Construct String from Binary Tree,,,new,Tree,,HuaHua,
617,Merge Two Binary Trees,,,new,Tree,,HuaHua,
404,Sum of Left Leaves,,,new,Tree,,HuaHua,
842,Split Array into Fibonacci Sequence,Medium,Medium,HardToImplement,"BackTracking, string",https://leetcode.com/problems/split-array-into-fibonacci-sequence/description/,HuaHua,
282,Expression Add Operators,Hard,High,"Dig More, HardToImplement","BackTracking, Math, string",https://leetcode.com/problems/expression-add-operators/description/,HuaHua,
758,Bold Words in String,,,new,string,,HuaHua,
301,Remove Invalid Parentheses,Hard,High,"More Solution, No Idea At First","BFS, BackTracking, string",https://leetcode.com/problems/remove-invalid-parentheses/description/,HuaHua,
639,Decode Ways II,,,new,"DP, string",,HuaHua,
488,Zuma Game,,,new,"search, string",,HuaHua,
678,Valid Parenthesis String,Medium,High,"Dig More, No Idea At First, toRevisit","DP, Greedy, stack, string",https://leetcode.com/problems/valid-parenthesis-string/,"HuaHua, microsoftFreq",
680,Valid Palindrome II,,,new,string,,HuaHua,
1659,Maximize Grid Happiness,,,new,"DP, search",,HuaHua,
1593,Split a String Into the Max Number of Unique Substrings,,,new,search,,HuaHua,
1553,Minimum Number of Days to Eat N Oranges,,,new,"DP, search",,HuaHua,
1377,Frog Position After T Seconds,,,new,"Graph, search",,HuaHua,
1368,Minimum Cost to Make at Least One Valid Path in a Grid,,,new,"DP, search",,HuaHua,
1298,Maximum Candies You Can Get from Boxes,Hard,High,"Dig More, HardToImplement, checkBetterSolution, toRevisit","Array, BFS, Graph, simulation",https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes/,HuaHua,
1263,Minimum Moves to Move a Box to Their Target Location,Hard,High,HardToImplement,"BFS, Graph, Matrix",https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location/,HuaHua,
417,Pacific Atlantic Water Flow,,,new,"DP, Graph, search",,HuaHua,
980,Unique Paths III,Hard,High,"CalcuComplexity, Dig More, More Solution, toRevisit, toSummarize","Array, BackTracking, Bit Manipulation, DFS, DP, Graph, Matrix, TSP/HamiltonianPath, search",https://leetcode.com/problems/unique-paths-iii/description/,HuaHua,
964,Least Operators to Express Number,,,new,"DP, Graph, search",,HuaHua,
801,Minimum Swaps To Make Sequences Increasing,Hard,Medium,,"Array, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing/description/,HuaHua,
815,Bus Routes,Hard,Medium,,"Array, BFS, Graph, Hash",https://leetcode.com/problems/bus-routes/description/,"HuaHua, ticktokFreq",1
787,Cheapest Flights Within K Stops,Medium,High,"CalcuComplexity, Dig More, More Solution, toSummarize","BFS, BellmanFord, DFS, DP, Dijkstra, Graph, PQ, shortest_path",https://leetcode.com/problems/cheapest-flights-within-k-stops/description/,HuaHua,
773,Sliding Puzzle,,,new,search,,HuaHua,
753,Cracking the Safe,,,new,search,,HuaHua,
752,Open the Lock,Medium,Medium,HardToImplement,"Array, BFS, Hash, string",https://leetcode.com/problems/open-the-lock/description/,HuaHua,
733,Flood Fill,Easy,Pass,,"BFS, Connected_Component, DFS, Graph, Matrix",https://leetcode.com/problems/flood-fill/,HuaHua,
216,Combination Sum III,Medium,Low,,"Array, BackTracking, search",https://leetcode.com/problems/combination-sum-iii,"HuaHua, LC_75",
37,Sudoku Solver,Hard,Medium,HardToImplement,"BackTracking, DFS, Hash, Matrix",https://leetcode.com/problems/sudoku-solver/description/,HuaHua,
2662,Minimum Cost of a Path With Special Roads,,,new,Graph,,HuaHua,
1061,Lexicographically Smallest Equivalent String,,,new,Graph,,HuaHua,
2316,Count Unreachable Pairs of Nodes in an Undirected Graph,Medium,Low,More Solution,"BFS, DFS, Graph, Union Find",https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph/description/,"HuaHua, googleFreq",
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,,,new,Graph,,HuaHua,
1334,Find the City With the Smallest Number of Neighbors,Medium,Medium,"More Solution, checkBetterSolution, toRevisit","BellmanFord, DP, Dijkstra, Floyd, Graph, SPFA, shortest_path",https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/description/,HuaHua,
1319,Number of Operations to Make Network Connected,Medium,Low,,"BFS, DFS, Graph, Union Find",https://leetcode.com/problems/number-of-operations-to-make-network-connected/description/,HuaHua,
1202,Smallest String With Swaps,Medium,Low,No Idea At First,"BFS, Connected_Component, DFS, Graph, Hash, Union Find, string",https://leetcode.com/problems/smallest-string-with-swaps/description/,HuaHua,
1129,Shortest Path with Alternating Colors,Medium,Medium,,"BFS, Graph",https://leetcode.com/problems/shortest-path-with-alternating-colors/description/,HuaHua,
959,Regions Cut By Slashes,Medium,Medium,checkBetterSolution,"Array, BFS, DFS, Graph, Hash, Matrix, Union Find, string",https://leetcode.com/problems/regions-cut-by-slashes/,HuaHua,
952,Largest Component Size by Common Factor,Hard,Medium,checkBetterSolution,"Array, Graph, Math, PrimeFactor, Union Find",https://leetcode.com/problems/largest-component-size-by-common-factor/,HuaHua,
886,Possible Bipartition,Medium,High,"More Solution, No Idea At First, toSummarize","BFS, Bipartition_graphColoring, Graph",https://leetcode.com/problems/possible-bipartition/,HuaHua,
882,Reachable Nodes In Subdivided Graph,Hard,High,"HardToImplement, No Idea At First","Dijkstra, Graph, PQ",https://leetcode.com/problems/reachable-nodes-in-subdivided-graph/,HuaHua,
841,Keys and Rooms,Medium,Low,,"BFS, DFS, Graph",https://leetcode.com/problems/keys-and-rooms,"HuaHua, LC_75",
827,Making A Large Island,Hard,Medium,No Idea At First,"BFS, Connected_Component, DFS, Graph, Matrix, Union Find",https://leetcode.com/problems/making-a-large-island/description/,HuaHua,
802,Find Eventual Safe States,Medium,High,"Dig More, More Solution, toRevisit","BFS, DFS, Graph, TopSorting, circle",https://leetcode.com/problems/find-eventual-safe-states,"HuaHua, leetcode_daily",
743,Network Delay Time,Medium,Low,,"Dijkstra, Graph, shortest_path",https://leetcode.com/problems/network-delay-time/description/,HuaHua,
737,Sentence Similarity II,Medium,Low,,"Array, BFS, DFS, Graph, Hash, Union Find, string",https://leetcode.com/problems/sentence-similarity-ii/description/,HuaHua,
1696,Jump Game VI,,,new,DP,,HuaHua,
1690,Stone Game VII,,,new,DP,,HuaHua,
1681,Minimum Incompatibility,,,new,DP,,HuaHua,
1595,Minimum Cost to Connect Two Groups of Points,,,new,DP,,HuaHua,
1563,Stone Game V,,,new,DP,,HuaHua,
1531,String Compression II,,,new,DP,,HuaHua,
1524,Number of Sub,,,new,DP,,HuaHua,
1473,Paint House III,,,new,DP,,HuaHua,
1463,Cherry Pickup II,,,new,DP,,HuaHua,
1458,Max Dot Product of Two Subsequences,,,new,DP,,HuaHua,
1449,Form Largest Integer With Digits That Add up to Target,,,new,DP,,HuaHua,
1444,Number of Ways of Cutting a Pizza,Hard,High,"CalcuComplexity, HardToImplement, More Solution, No Idea At First, checkBetterSolution","DP, Matrix, Prefix",https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza,"HuaHua, ticktokFreq",1
1425,Constrained Subset Sum,Hard,High,"HardToImplement, No Idea At First","Array, Sliding Window, deque, dp-TimeSeqFromLastX, monotonic",https://leetcode.com/problems/constrained-subsequence-sum/,"HuaHua, leetcode_daily",
1416,Restore The Array,,,new,DP,,HuaHua,
1340,Jump Game V,,,new,DP,,HuaHua,
1320,Minimum Distance to Type a Word Using Two Fingers,,,new,DP,,HuaHua,
1310,XOR Queries of a Subarray,,,new,DP,,HuaHua,
1301,Number of Paths with Max Score,,,new,DP,,HuaHua,
1220,Count Vowels Permutation,Hard,Low,,"Graph, dp-TimeSeqFromLastOne-Power, dp-bfs-stepByStep",https://leetcode.com/problems/count-vowels-permutation/description/,HuaHua,
1191,https://leetcode.com/problems/k-concatenation-maximum-sum/,Medium,,new,DP,,HuaHua,
1155,Number of Dice Rolls With Target Sum,,,new,DP,,HuaHua,
1043,Partition Array for Maximum Sum,Medium,Low,,"Array, dp-Pyr, dp-TimeSeqFromLastX",https://leetcode.com/problems/partition-array-for-maximum-sum/,HuaHua,
1024,Video Stitching,Medium,Medium,More Solution,"Array, DP, Greedy, Interval",https://leetcode.com/problems/video-stitching/,HuaHua,
935,Knight Dialer,Medium,Low,toSummarize,"Graph, Matrix, dp-TimeSeqFromLastOne-Power, dp-bfs-stepByStep",https://leetcode.com/problems/knight-dialer/description/,HuaHua,
926,Flip String to Monotone Increasing,,,new,DP,,HuaHua,
901,Online Stock Span,Medium,High,"Dig More, HardToImplement, More Solution","DP, Data_stream, Design, monotonic, stack",https://leetcode.com/problems/online-stock-span/,"HuaHua, LC_75",
576,Out of Boundary Paths,Medium,Low,,"DFS, DP, Matrix, recursion",https://leetcode.com/problems/out-of-boundary-paths/,HuaHua,
790,Domino and Tromino Tiling,Medium,High,"Dig More, More Solution, No Idea At First",DP,https://leetcode.com/problems/domino-and-tromino-tiling,"HuaHua, LC_75",
416,Partition Equal Subset Sum,Medium,Low,,"Array, dp-backpack",https://leetcode.com/problems/partition-equal-subset-sum/,HuaHua,
377,Combination Sum IV,Medium,Medium,More Solution,"Array, DP, recursion",https://leetcode.com/problems/combination-sum-iv/,HuaHua,
741,Cherry Pickup,Hard,High,"Dig More, More Solution, No Idea At First","DP, Matrix, matrix-diagTraverse",https://leetcode.com/problems/cherry-pickup/,HuaHua,
730,Count Different Palindromic Subsequences,Hard,,new,DP,,HuaHua,
724,Find Pivot Index,Easy,Pass,,"DP, Prefix",https://leetcode.com/problems/find-pivot-index,"HuaHua, LC_75",
664,Strange Printer,Hard,High,"Dig More, More Solution, No Idea At First, NotUnderstand, toSummarize","dp-Pyr, dp-状态转移不仅依赖前一项, string",https://leetcode.com/problems/strange-printer/description/,"HuaHua, leetcode_daily",
304,Range Sum Query 2D,Medium,Low,,"Design, Matrix, Prefix",https://leetcode.com/problems/range-sum-query-2d-immutable/,HuaHua,
140,Word Break II,Hard,Medium,,"Array, BackTracking, DP, Hash, Trie, string",https://leetcode.com/problems/word-break-ii/description/,HuaHua,
303,Range Sum Query,Easy,Pass,,"Array, Design, Prefix",https://leetcode.com/problems/range-sum-query-immutable/,HuaHua,
174,Dungeon Game,Hard,High,"Dig More, No Idea At First, toSummarize","DP, Matrix",https://leetcode.com/problems/dungeon-game,HuaHua,
250,Count Univalue Subtrees,Medium,Medium,HardToImplement,"DFS, Divide and Conquer, Tree",https://leetcode.com/problems/count-univalue-subtrees/description/,leetcode_daily,
864,Shortest Path to Get All Keys,Hard,High,"HardToImplement, toSummarize","Array, BFS, Bit Manipulation, Graph, Math, visiting_all_nodes_with_dup",https://leetcode.com/problems/shortest-path-to-get-all-keys/description/,"HuaHua, leetcode_daily",
445,Add Two Numbers II,Medium,Medium,HardToImplement,"LinkedList, Math, stack",https://leetcode.com/problems/add-two-numbers-ii/description/,HuaHua,
24,Swap Nodes in Pairs,Medium,Low,,"LinkedList, recursion",https://leetcode.com/problems/swap-nodes-in-pairs/description/,HuaHua,
147,Insertion Sort List,Medium,Medium,HardToImplement,"LinkedList, Sort",https://leetcode.com/problems/insertion-sort-list/,HuaHua,
1970,Last Day Where You Can Still Cross,Hard,High,No Idea At First,"Array, BFS, BS_Idx, Matrix, Union Find",https://leetcode.com/problems/last-day-where-you-can-still-cross/description/,leetcode_daily,
981,Time Based Key-Value Store,Medium,Low,,"BS_Idx, Design, Hash, string",https://leetcode.com/problems/time-based-key-value-store/description/,HuaHua,
2305,Fair Distribution of Cookies,Medium,High,"More Solution, No Idea At First, toSummarize",dp-K_Ranges,https://leetcode.com/problems/fair-distribution-of-cookies/,leetcode_daily,
465,Optimal Account Balancing,Hard,High,"Dig More, More Solution, No Idea At First","Array, BackTracking, Bit Manipulation, BitMask, DP",https://leetcode.com/problems/optimal-account-balancing/,leetcode_daily,
1768,Merge Strings Alternately,Easy,Pass,,"2pt, string",https://leetcode.com/problems/merge-strings-alternately,LC_75,
1071,Greatest Common Divisor of Strings,Easy,High,"More Solution, No Idea At First","Math, string",https://leetcode.com/problems/greatest-common-divisor-of-strings/description/,LC_75,
1431,Kids With the Greatest Number of Candies,Easy,Pass,,Array,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies/,"AmazonFreq, LC_75",1
605,Can Place Flowers,Easy,High,HardToImplement,"Array, Greedy",https://leetcode.com/problems/can-place-flowers,LC_75,
1679,Max Number of K-Sum Pairs,Medium,Low,More Solution,"2pt, Array, Hash, Sort",https://leetcode.com/problems/max-number-of-k-sum-pairs,LC_75,
1207,Unique Number of Occurrences,Easy,Pass,,"Array, Hash",https://leetcode.com/problems/unique-number-of-occurrences,LC_75,
643,Maximum Average Subarray I,Easy,Low,,"Array, Sliding Window",https://leetcode.com/problems/maximum-average-subarray-i,LC_75,
2215,Find the Difference of Two Arrays,Easy,Pass,,"Array, Hash",https://leetcode.com/problems/find-the-difference-of-two-arrays,LC_75,
700,Search in a Binary Search Tree,Easy,Pass,,"BST, Tree",https://leetcode.com/problems/search-in-a-binary-search-tree,LC_75,
933,Number of Recent Calls,Easy,Medium,More Solution,"Data_stream, Design, queue",https://leetcode.com/problems/number-of-recent-calls/,LC_75,
872,Leaf-Similar Trees,Easy,High,toSummarize,"DFS, Iterate, Tree",https://leetcode.com/problems/leaf-similar-trees,"HuaHua, LC_75",
1004,Max Consecutive Ones III,Medium,High,No Idea At First,"Array, BS_Val, Prefix, Sliding Window",https://leetcode.com/problems/max-consecutive-ones-iii,LC_75,
1723,Find Minimum Time to Finish All Jobs,Hard,,new,,,,
1601,Maximum Number of Achievable Transfer Requests,Hard,High,"HardToImplement, More Solution, No Idea At First","Array, BackTracking, Bit Manipulation, Enumeration",https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests,leetcode_daily,
1493,Longest Subarray of 1's After Deleting One Element,Medium,Medium,More Solution,"Array, Sliding Window, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element,"HuaHua, LC_75, leetcode_daily",
338,Counting Bits,Easy,High,"HardToImplement, No Idea At First","BinaryLifting, Bit Manipulation, DP",https://leetcode.com/problems/counting-bits/description/,LC_75,
345,Reverse Vowels of a String,Easy,Medium,,"2pt_DiffDir, Partition, string",https://leetcode.com/problems/reverse-vowels-of-a-string,LC_75,
2024,Maximize the Confusion of an Exam,Medium,Low,"More Solution, dup","BS_todo, Prefix, Sliding Window, string",https://leetcode.com/problems/maximize-the-confusion-of-an-exam,leetcode_daily,
1456,Maximum Number of Vowels in a Substring of Given Length,Medium,Pass,,"Sliding Window, string",https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length,LC_75,
1657,Determine if Two Strings Are Close,Medium,Low,More Solution,"Hash, Sort, string",https://leetcode.com/problems/determine-if-two-strings-are-close,LC_75,
2390,Removing Stars From a String,Medium,Pass,,"simulation, stack, string",https://leetcode.com/problems/removing-stars-from-a-string,LC_75,
2551,Put Marbles in Bags,Hard,High,"In Progress, No Idea At First","Array, Greedy, PQ, Sort",https://leetcode.com/problems/put-marbles-in-bags/,leetcode_daily,
649,Dota2 Senate,Medium,High,"More Solution, No Idea At First, toSummarize","Greedy, queue, string",https://leetcode.com/problems/dota2-senate/,LC_75,
2095,Delete the Middle Node of a Linked List,Medium,Low,,"2pt_SameDir_diffSpeed, LinkedList, listMid",https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list,LC_75,
2130,Maximum Twin Sum of a Linked List,Medium,Medium,More Solution,"2pt_SameDir_diffSpeed, LinkedList, listMid, stack",https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list,LC_75,
1448,Count Good Nodes in Binary Tree,Medium,Low,More Solution,"BFS, DFS, Tree",https://leetcode.com/problems/count-good-nodes-in-binary-tree,LC_75,
437,Path Sum III,Medium,High,HardToImplement,"BackTracking, DFS, Hash, Prefix, Tree",https://leetcode.com/problems/path-sum-iii,"HuaHua, LC_75",
1372,Longest ZigZag Path in a Binary Tree,Medium,Medium,HardToImplement,"DFS, DP, Tree",https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree/,LC_75,
2272,Substring With Largest Variance,Hard,High,"More Solution, No Idea At First","Array, DP, Kadane",https://leetcode.com/problems/substring-with-largest-variance/,leetcode_daily,
1466,Reorder Routes to Make All Paths Lead to the City Zero,Medium,Low,,"BFS, DFS, Graph",https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,LC_75,
994,Rotting Oranges,Medium,Low,,"BFS, Graph, Matrix",https://leetcode.com/problems/rotting-oranges,LC_75,
2336,Smallest Number in Infinite Set,Medium,Low,,"Design, Hash, OrderSet, PQ",https://leetcode.com/problems/smallest-number-in-infinite-set,LC_75,
435,Non-overlapping Intervals,Medium,Medium,More Solution,"Array, DP, Greedy, Interval, Sort",https://leetcode.com/problems/non-overlapping-intervals/,LC_75,
875,Koko Eating Bananas,Medium,Low,,"Array, BS_Val",https://leetcode.com/problems/koko-eating-bananas,"HuaHua, LC_75",
2300,Successful Pairs of Spells and Potions,Medium,Medium,"HardToImplement, More Solution","2pt, Array, BS_lower_upper_bound, Sort",https://leetcode.com/problems/successful-pairs-of-spells-and-potions,LC_75,
1644,Lowest Common Ancestor of a Binary Tree II,Medium,Medium,More Solution,"DFS, Tree",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/,leetcode_daily,
1751,Maximum Number of Events That Can Be Attended II,Hard,High,No Idea At First,"Array, BS_todo, DP, Sort",https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii,leetcode_daily,
739,Daily Temperatures,Medium,Medium,,"Array, monotonic, stack",https://leetcode.com/problems/daily-temperatures/,LC_75,
443,String Compression,Medium,High,"Dig More, HardToImplement, More Solution","2pt, string",https://leetcode.com/problems/string-compression,LC_75,
328,Odd Even Linked List,Medium,Medium,,LinkedList,https://leetcode.com/problems/odd-even-linked-list/,LC_75,
673,Number of Longest Increasing Subsequence,Medium,High,"HardToImplement, More Solution","Array, BinaryIndexedTree, DP, SegmentTree_todo, dp-TimeSeqFromLastX",https://leetcode.com/problems/number-of-longest-increasing-subsequence/,"HuaHua, leetcode_daily",
688,Knight Probability in Chessboard,Medium,Medium,CalcuComplexity,"DP, Probability",https://leetcode.com/problems/knight-probability-in-chessboard/,"HuaHua, leetcode_daily",
439,Ternary Expression Parser,Medium,Low,More Solution,"recursion, stack, string",https://leetcode.com/problems/ternary-expression-parser/,leetcode_daily,
894,All Possible Full Binary Trees,Medium,Medium,More Solution,"DP, Tree, recursion",https://leetcode.com/problems/all-possible-full-binary-trees,leetcode_daily,
852,Peak Index in a Mountain Array,Medium,Pass,,BS_Idx,https://leetcode.com/problems/peak-index-in-a-mountain-array/description/,leetcode_daily,
81,Search in Rotated Sorted Array II,Medium,Medium,,"BS_Idx, recursion",https://leetcode.com/problems/search-in-rotated-sorted-array-ii/description/,HuaHua,
1011,Capacity To Ship Packages Within D Days,Medium,Low,,"Array, BS_Val",https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/description/,HuaHua,
1060,Missing Element in Sorted Array,Medium,High,,"Array, BS_Idx",https://leetcode.com/problems/missing-element-in-sorted-array/description/,leetcode_daily,
